110,
1, 2.5663108, .0500000, 5.0315889
2, 2.8821758, .0000000, 4.6472330
3, 2.7327833, .4551534, 4.7904711
4, 3.0218877, .5328412, 4.3899921
5, 2.9477094, .0679302, 4.5583828
6, 3.2281348, .0000000, 4.1500359
7, 3.1009910, .4622767, 4.2919329
8, 3.3453392, .5898735, 3.8747840
9, 3.3144197, .1093105, 4.0093323
10, 3.5585986,-.0000003, 3.5869248
11, 3.4621235, .4764857, 3.7037736
12, 3.6602109, .6453940, 3.2768879
13, 3.6637895, .1556525, 3.3775883
14, 3.8672063,-.0000002, 2.9481769
15, 3.7999079, .4885988, 3.0302863
16, 3.9477521, .6960952, 2.6000682
17, 3.9794235, .2010505, 2.6627400
18, 4.1388535,-.0000001, 2.2336000
19, 4.0947662, .4962435, 2.2760135
20, 4.1913313, .7390452, 1.8497236
21, 4.2429025, .2421945, 1.8716431
22, 4.3583453, .0000001, 1.4497245
23, 4.3292529, .4991497, 1.4515030
24, 4.3766938, .7717289, 1.0350295
25, 4.4387901, .2759015, 1.0177269
26, 4.5118470, .0000001, .6071888
27, 4.4888127, .4982774, .5727027
28, 4.4901950, .7917425, .1678857
29, 4.5536358, .2981895, .1190918
30, 4.5852138, .0000000,-.2810159
31, 4.5599889, .4958513,-.3401353
32, 4.5178908, .7966260,-.7373287
33, 4.5759059, .3041884,-.8016676
34, 4.5658389, .0000001,-1.1983642
35, 4.5340070, .4949168,-1.2619579
36, 4.4510053, .7848323,-1.6607809
37, 4.5029630, .2907641,-1.7173236
38, 4.4493352, .0000000,-2.1205362
39, 4.4135296, .4968164,-2.1640272
40, 4.2895965, .7563716,-2.5730160
41, 4.3420066, .2597753,-2.5984187
42, 4.2392963,-.0000001,-3.0131083
43, 4.2087361, .4990519,-3.0167317
44, 4.0370418, .7118392,-3.4353515
45, 4.1011251, .2163856,-3.4148769
46, 3.9361207,-.0000003,-3.8343419
47, 3.9250469, .4977965,-3.7887815
48, 3.6942812, .6514017,-4.2048977
49, 3.7855130, .1648313,-4.1347077
50, 3.5478135, .0000000,-4.5425429
51, 3.5740935, .4905900,-4.4496413
52, 3.2801580, .5783803,-4.8444763
53, 3.4142512, .1100497,-4.7318460
54, 3.1064607, .0000000,-5.1102032
55, 3.1838800, .4769149,-4.9815243
56, 2.8368273, .5002083,-5.3407063
57, 2.5663109,-.0500000, 5.0315889
58, 2.7327833,-.4551534, 4.7904711
59, 2.9477094,-.0679302, 4.5583828
60, 3.1009911,-.4622767, 4.2919329
61, 3.3144197,-.1093105, 4.0093323
62, 3.4621235,-.4764857, 3.7037736
63, 3.6637896,-.1556525, 3.3775883
64, 3.7999080,-.4885988, 3.0302863
65, 3.9794234,-.2010505, 2.6627400
66, 4.0947662,-.4962435, 2.2760135
67, 4.2429026,-.2421944, 1.8716431
68, 4.3292530,-.4991497, 1.4515030
69, 4.4387901,-.2759015, 1.0177269
70, 4.4888127,-.4982773, .5727027
71, 4.5536358,-.2981895, .1190918
72, 4.5599889,-.4958513,-.3401353
73, 4.5759059,-.3041884,-.8016676
74, 4.5340071,-.4949168,-1.2619579
75, 4.5029629,-.2907641,-1.7173236
76, 4.4135296,-.4968164,-2.1640272
77, 4.3420067,-.2597753,-2.5984187
78, 4.2087361,-.4990519,-3.0167317
79, 4.1011251,-.2163856,-3.4148769
80, 3.9250469,-.4977965,-3.7887815
81, 3.7855130,-.1648313,-4.1347077
82, 3.5740935,-.4905900,-4.4496413
83, 3.4142511,-.1100497,-4.7318460
84, 3.1838800,-.4769149,-4.9815243
85, 2.7236480, .5069626, 4.7904711
86, 2.7931743, .9443424, 4.5583828
87, 3.0720864, .6262034, 4.2919329
88, 3.1519222, 1.0308800, 4.0093323
89, 3.4162996, .7363659, 3.7037736
90, 3.4960723, 1.1068243, 3.3775883
