147,
1, .0000000, .0000000, .0000000
2, .3747535, .0000000,-6.4648085
3, .2835706, .4911587,-6.4436226
4, .0000000, .0000000, .0000000
5, .7522649, .3219031,-6.4026467
6, .0000000, .0000000, .0000000
7, 1.2649755,-.0000005,-6.2906973
8, 1.2042833, .4961619,-6.2788992
9, .8185990, .8111714,-6.3238010
10, .7467141, 1.2933469,-6.2127183
11, .0000000, .0000000, .0000000
12, 1.6411645, .2944401,-6.1430923
13, .0000000, .0000000, .0000000
14, 1.2007698, 1.0901633,-6.1622190
15, .0000000, .0000000, .0000000
16, 2.0579810,-.0000003,-5.9507031
17, 2.0420941, .4991088,-5.9254541
18, 1.6591111, .7881502,-6.0660931
19, 1.6156818, 1.2728626,-5.9513424
20, 1.2098949, 1.5615808,-5.9958370
21, 1.1623171, 2.0131925,-5.7865908
22, .0000000, .0000000, .0000000
23, 2.4193209, .2498700,-5.7119585
24, .0000000, .0000000, .0000000
25, 2.0280407, 1.0213348,-5.8221337
26, .0000000, .0000000, .0000000
27, 1.5947372, 1.7648868,-5.7497402
28, .0000000, .0000000, .0000000
29, 2.7230143,-.0000002,-5.4831004
30, 2.7457605, .4959849,-5.4240952
31, 2.3848623, .7462791,-5.6630624
32, 2.3743128, 1.2269519,-5.5257930
33, 1.9807931, 1.4968764,-5.6750679
34, 1.9551932, 1.9442553,-5.4532630
35, 1.5320355, 2.2028880,-5.5168800
36, 1.5025460, 2.6024854,-5.2177939
37, .0000000, .0000000, .0000000
38, 3.0513548, .1988500,-5.1627073
39, .0000000, .0000000, .0000000
40, 2.7262808, .9224399,-5.3430600
41, .0000000, .0000000, .0000000
42, 2.3417827, 1.6410125,-5.3605652
43, .0000000, .0000000, .0000000
44, 1.9142322, 2.3187388,-5.2160405
45, .0000000, .0000000, .0000000
46,-.1873768,-.3245461,-6.4648085
47,-.5671412, .0000000,-6.4436226
48,-.1873768, .3245461,-6.4648085
49, .2835706,-.4911587,-6.4436226
50, .7522649,-.3219031,-6.4026467
51, 1.2042833,-.4961619,-6.2788992
52,-.0973562, .8124321,-6.4026467
53, .2931956, 1.1145132,-6.3238010
54, 1.6411645,-.2944401,-6.1430923
55, 2.0420941,-.4991088,-5.9254541
56, .3437242, 1.5849788,-6.1622190
57, .7474212, 1.8285901,-5.9958370
58, 2.4193209,-.2498700,-5.7119585
59, 2.7457605,-.4959849,-5.4240952
60, .7310682, 2.2635263,-5.7497402
61, 1.1417392, 2.4282257,-5.5168800
62, 3.0513548,-.1988500,-5.1627073
63, .0000000, .0000000, .0000000
64,-.1873768, .3245461,-6.4648085
65, .2835706, .4911587,-6.4436226
66, .0000000, .0000000, .0000000
67,-.0973562, .8124321,-6.4026467
68, .0000000, .0000000, .0000000
69,-.6324882, 1.0955007,-6.2906973
70,-.1724529, 1.2910209,-6.2788992
71, .2931956, 1.1145132,-6.3238010
72, .7467142, 1.2933469,-6.2127183
73, .0000000, .0000000, .0000000
74,-.5655897, 1.5685102,-6.1430923
75, .0000000, .0000000, .0000000
76, .3437242, 1.5849788,-6.1622190
77, .0000000, .0000000, .0000000
78,-1.0289908, 1.7822637,-5.9507031
79,-.5888061, 2.0180598,-5.9254541
80,-.1469975, 1.8309074,-6.0660931
81, .2944905, 2.0356528,-5.9513424
82, .7474212, 1.8285901,-5.9958370
83, 1.1623173, 2.0131924,-5.7865908
84, .0000000, .0000000, .0000000
85,-.9932667, 2.2201284,-5.7119585
86, .0000000, .0000000, .0000000
87,-.1295185, 2.2670022,-5.8221337
88, .0000000, .0000000, .0000000
89, .7310682, 2.2635263,-5.7497402
90, .0000000, .0000000, .0000000
91,-1.3615073, 2.3581994,-5.4831004
92,-.9433447, 2.6258908,-5.4240952
93,-.5461345, 2.4384909,-5.6630624
94,-.1245849, 2.6696912,-5.5257930
95, .3059365, 2.4638554,-5.6750679
96, .7061779, 2.6653747,-5.4532630
97, 1.1417392, 2.4282257,-5.5168800
98, 1.5025455, 2.6024857,-5.2177939
99, .0000000, .0000000, .0000000
100,-1.3534683, 2.7419758,-5.1627073
101, .0000000, .0000000, .0000000
102,-.5642841, 2.8222484,-5.3430600
103, .0000000, .0000000, .0000000
104, .2502671, 2.8485495,-5.3605652
105, .0000000, .0000000, .0000000
106, 1.0509706, 2.8171431,-5.2160405
107, .0000000, .0000000, .0000000
108, 3.1838800,-.4769149,-4.9815240
109, 3.1064610, .0000000,-5.1102030
110, 3.1838800, .4769149,-4.9815240
111, 3.4142510, .1100497,-4.7318460
112, 3.2801580, .5783803,-4.8444760
113, 3.2459857, 1.0643297,-4.7318460
114, 3.1549830, .6407977,-4.9815240
115, 2.9191, 1.0624722,-5.1102030
116, 2.8287540, 1.5371045,-4.9815240
117, 3.1707073, 1.2711555,-4.7318460
118, 2.8845226, 1.6653798,-4.8444760
119, 2.6862066, 2.1103353,-4.7318460
120, 2.7455486, 1.6812206,-4.9815240
121, 2.3796872, 1.9967946,-5.1102030
122, 2.1324386, 2.4118966,-4.9815240
123, 2.5447294, 2.2789412,-4.7318460
124, 2.1409711, 2.5515099,-4.8444760
125, 1.8024314, 2.9018033,-4.7318460
126, 2.0049604, 2.5188635,-4.9815240
127, 1.5532305, 2.6902741,-5.1102030
128,-2.0049604, 2.5188635,-4.9815240
129,-1.5532305, 2.6902741,-5.1102030
130,-1.1789196, 2.9957784,-4.9815240
131,-1.6118197, 3.0118529,-4.7318460
132,-1.1391869, 3.1298903,-4.8444760
133,-.7012563, 3.3432708,-4.7318460
134,-1.0225444, 3.0526942,-4.9815240
135,-.5394314, 3.0592668,-5.1102030
136,-.0832055, 3.2183250,-4.9815240
137,-.4845007, 3.3814908,-4.7318460
138,-.0000001, 3.3307597,-4.8444760
